Rank,Term,P.value,Z.score,Combined.score,Genes,Adjusted.P.value
84,Tyrosine metabolism,0.4488892864805976,1.7157710790738314,1.374296602526856,MIF,0.9917367237739754
85,Rheumatoid arthritis,0.452409791568172,1.3200970808332773,1.0470572979066326,MMP1;IGH,0.9917367237739754
86,Salivary secretion,0.452409791568172,1.3200970808332773,1.0470572979066326,CST1;CALML3,0.9917367237739754
87,IL-17 signaling pathway,0.4578881966663248,1.3056815150706855,1.0199073109878072,MMP1;MMP9,0.9917367237739754
88,African trypanosomiasis,0.4579437815167306,1.6680258239891268,1.3027429308678673,IGH,0.9917367237739754
89,Allograft rejection,0.46684996103771026,1.6228613935035954,1.2362103748607014,IGH,0.9917367237739754
90,Primary immunodeficiency,0.46684996103771026,1.6228613935035954,1.2362103748607014,IGH,0.9917367237739754
91,Cushing syndrome,0.4685767275997801,1.185425101214575,0.8986179203969961,CCNE2;CCNE1;CDKN2A,0.9917367237739754
92,Lipid and atherosclerosis,0.47049701419228634,1.138669475162366,0.8585176892038998,ERO1A;MMP1;CALML3;MMP9,0.9917367237739754
93,Fc gamma R-mediated phagocytosis,0.4741310411234841,1.2642557313529221,0.9434780683390676,IGH;PLPP2,0.9917367237739754
94,Choline metabolism in cancer,0.47947983035618946,1.2510224948875255,0.919568400208119,EIF4EBP1;PLPP2,0.9917367237739754
95,mRNA surveillance pathway,0.47947983035618946,1.2510224948875255,0.919568400208119,PPP2R2C;MSI2,0.9917367237739754
96,"Glycine, serine and threonine metabolism",0.4842270228500912,1.5394809064533834,1.116433749833224,PSAT1,0.9917367237739754
97,Hematopoietic cell lineage,0.48479524393823153,1.2380621086585288,0.8963924428848571,IGH;CD24,0.9917367237739754
98,Viral protein interaction with cytokine and cytokine receptor,0.4900769356111505,1.225366220107675,0.8739224742966641,CXCL13;CXCL14,0.9917367237739754
99,Longevity regulating pathway,0.5005378693821859,1.2007361963190184,0.8309959248590898,SESN3;EIF4EBP1,0.9917367237739754
100,Hippo signaling pathway,0.5018284001239993,1.1256923076923078,0.7761615255312255,SOX2;PPP2R2C;BIRC5,0.9917367237739754
101,Fat digestion and absorption,0.5092395347697738,1.4292995485656037,0.9645438969577199,PLPP2,0.9917367237739754
102,Glucagon signaling pathway,0.5260795968773145,1.1432661408121532,0.7343229894621933,SLC2A1;CALML3,0.9917367237739754
103,Carbohydrate digestion and absorption,0.5407183111319983,1.3047467092142002,0.8022324093542327,SLC2A5,0.9917367237739754
104,Other types of O-glycan biosynthesis,0.5407183111319983,1.3047467092142002,0.8022324093542327,GALNT14,0.9917367237739754
105,Intestinal immune network for IgA production,0.5482682532762189,1.2769210748910145,0.7674175610729033,IGH,0.9917367237739754
106,Malaria,0.5629989435283087,1.2246770267740124,0.7035494301411569,THBS2,0.9917367237739754
107,Vibrio cholerae infection,0.5629989435283087,1.2246770267740124,0.7035494301411569,ERO1A,0.9917367237739754
108,Autoimmune thyroid disease,0.5842018314401403,1.1538461538461537,0.6202024085531392,IGH,0.9917367237739754
109,Glycosaminoglycan biosynthesis,0.5842018314401403,1.1538461538461537,0.6202024085531392,HS6ST2,0.9917367237739754
110,Thyroid hormone signaling pathway,0.5927822484523237,1.0080424807959993,0.5271337903142205,DIO2;SLC2A1,0.9917367237739754
111,Viral myocarditis,0.6297713296406828,1.0165863266469704,0.47006798677769257,IGH,0.9917367237739754
112,Arachidonic acid metabolism,0.6358613284395385,0.999592252803262,0.45259015881444253,GPX2,0.9917367237739754
113,Dopaminergic synapse,0.6401094560915761,0.922227465785748,0.4114205130714304,PPP2R2C;CALML3,0.9917367237739754
114,Apelin signaling pathway,0.6601511772290197,0.8878436718927516,0.36870941450069206,SPP1;CALML3,0.9917367237739754
115,Insulin signaling pathway,0.6601511772290197,0.8878436718927516,0.36870941450069206,EIF4EBP1;CALML3,0.9917367237739754
116,Measles,0.6679141835494966,0.8747928888092786,0.3530625445972046,CCNE2;CCNE1,0.9917367237739754
117,Glycolysis / Gluconeogenesis,0.6703601541373418,0.9084422203688258,0.3633225338086334,GAPDH,0.9917367237739754
