Rank,Term,P.value,Z.score,Combined.score,Genes,Adjusted.P.value
115,Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),0.0009689886722899863,3.9293730122671513,27.266931681030048,ECM2;FGG;MYADM;NEDD9;EMP2;NDNF;CD36;NPNT;S100A10,0.024022493084336967
116,Vasculogenesis (GO:0001570),0.0010206928239685287,6.000935016362786,41.33008157202919,TGFBR3;RAMP2;SOX17;CAV1;RASIP1;TGFBR2,0.024719984199077585
117,Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537),0.0010206928239685287,6.000935016362786,41.33008157202919,STARD13;RGCC;MMRN2;PPARG;AGTR2;KLF4,0.024719984199077585
118,Negative Regulation Of Cell Motility (GO:2000146),0.0010231350878608049,2.9401912181303116,20.242874739703197,LIMCH1;CITED2;NEDD9;ADARB1;TBX5;ALOX15B;CLDN5;DACH1;MMRN2;NKX2-1;SLIT2;RECK;SCAI,0.024719984199077585
119,Second-Messenger-Mediated Signaling (GO:0019932),0.0010727795400193112,3.8668008048289737,26.43925938795593,EDN1;EDNRB;LRRK2;RCAN2;AGTR1;NDNF;CD36;AGTR2;SELE,0.025701634189874423
120,Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056),0.0011170589383170393,3.0703744228870327,20.8695068793771,ARHGAP44;STARD13;ARHGAP31;FGD5;ARHGEF15;DOCK8;RASGRF1;ARHGAP18;ARHGAP29;SLIT2;ARHGAP6;CGNL1,0.02653945860951566
121,Positive Regulation Of Epithelial Cell Apoptotic Process (GO:1904037),0.0011620530385079097,7.4941643323996265,50.6423174161268,IL6;RGCC;PLA2G1B;ECSCR;CCL2,0.02738027448583513
122,Response To Hydrogen Peroxide (GO:0042542),0.0011890523069358829,4.850691443388072,32.66746014256413,EDN1;IL6;CAT;HBB;HBA1;CLU;AQP1,0.027786787926837725
123,Membrane Raft Organization (GO:0031579),0.0012427095892747074,10.780979020979021,72.12972109073142,COLEC12;MYADM;EMP2;S100A10,0.028572298701791864
124,Negative Regulation Of Receptor Signaling Pathway Via STAT (GO:1904893),0.0012427095892747074,10.780979020979021,72.12972109073142,SOCS3;LEPROT;CAV1;PPARG,0.028572298701791864
125,Positive Regulation Of Gene Expression (GO:0010628),0.0012816319415888755,1.8898327031646553,12.585569667506872,RAMP2;PID1;RAMP3;CITED2;GATA2;CLU;CDH5;LAMP3;NKX2-1;CTSH;CD36;HOXA5;IL33;CADM1;ANGPT1;SLC11A1;RAB27A;ANK2;KLF4;FGR;CLDN5;BMP2;IL6;RGCC;TYROBP;PPARG;ADTRP;SLC26A9;FGFR4;TLR3;RBMS3,0.029231461323759072
126,Bicellular Tight Junction Assembly (GO:0070830),0.0013544945153979584,4.729178370786517,31.23304014482048,CLDN22;CDH5;CLDN5;RAMP2;PECAM1;CLDN18;ESAM,0.03040680207401244
127,Regulation Of Wound Healing (GO:0061041),0.0013544945153979584,4.729178370786517,31.23304014482048,DUOX1;MMRN1;ALOX5;CAV1;PRKCE;FOXA2;HBEGF,0.03040680207401244
128,Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),0.0014074285848067155,5.586497074043623,36.68088916486341,KANK2;SUSD2;FHL1;FAM107A;CCL2;KLF4,0.030912966144369714
129,Outflow Tract Septum Morphogenesis (GO:0003148),0.0014248720269931059,7.09936606221436,46.52692563075974,ROBO2;GATA6;SMAD6;TBX2;TGFBR2,0.030912966144369714
130,Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846),0.0014248720269931059,7.09936606221436,46.52692563075974,CDKN2B;DAB2;ZEB2;TNXB;CITED2,0.030912966144369714
